"","V1","V2","V3"
"1",0.73721257045369,0,0.2628080816834
"2",0.16590226288169,0.668793469048185,0.164887764343522
"3",0.99409692337345,0,0.00571533615321569
"4",0.0915790488482168,0.730496192930852,0.177498198204538
"5",0.188633761709572,0.62838195181596,0.182604220631067
"6",0.760982456449746,0.238700135508407,0
"7",0.59282598496141,0.313236301649225,0.0936437710600541
"8",0.529104145429866,0.470483117825242,0
"9",0.993989686274399,0,0.00582459278131814
"10",0.915195470106005,0.0845499401259408,0
"11",0.702628336295549,0.297030004252519,0
"12",0.542118459744788,0.457474134307292,0
"13",0,0.999357114935805,0
"14",0,0.965633765856472,0.0337560140520338
"15",0.10380205120496,0.892045741103602,0.0035504161046319
"16",0.222129044182938,0.0338055837668864,0.744302238758472
"17",0.0171791247053345,0.761146073181606,0.221254848669016
"18",0.172354144396455,0.686732174644625,0.140474906182872
"19",0.202650230084744,0.674258481431074,0.122654026904632
"20",0.999103750607497,0,0.00068557067333048
"21",0.699828401120829,0.29982983943221,0
"22",0,0.961974976094454,0.0374218392407714
"23",0.516089831114938,0.483492101343198,0
"24",0.0921593723346994,0.90723355272402,0
"25",0,0.766911357125877,0.232676232173091
"26",0.7640587956436,0.235627150189141,0
"27",0.567726499848715,0.43187728144473,0
"28",0,0.960236425147018,0.0391634979626213
"29",0,0.972881270141833,0.0265025470121592
"30",0.981805211277557,0.017968529876543,0
"31",0,0.936136224305223,0.0633173283458646
"32",0.494399307256732,0.505173740539783,0
"33",0.494399307256732,0.505173740539783,0
"34",0,0.868821302036403,0.13066718882523
"35",0,0.847860794970871,0.151648787453653
"36",0.992207343233099,0,0.00761766887009336
"37",0,0.60720417986045,0.392574571275295
"38",0.07989946188001,0.885053467616198,0.0344650295458559
"39",0,0.956442348796065,0.042968613543127
"40",0.79973321654278,0,0.200184455731029
"41",0.327005464179002,0.667022274585206,0.00547126248904508
"42",0,0.937925743178605,0.0615044594024006
"43",0.0354323733181793,0.879568030179758,0.0844485760460728
"44",0.996310057616259,0,0.00349548591502105
"45",0.151606562778729,0.758316038739297,0.0895818709834417
"46",0.975232574739427,0,0.0246645204287527
"47",0.0774049134448068,0.853719803389956,0.0683286437498845
"48",0,0.922290714929507,0.0771490499000884
"49",0.512158282155692,0.0305417609348474,0.45734971794386
"50",0.594175717004493,0.405438200235475,0
"51",0.0317151215008923,0.616282295379601,0.351712853138672
"52",0.116453902823079,0.844738089731106,0.0382482158381372
"53",0.624121861880059,0.375505019533598,0
"54",0.615025063810837,0.384598789385594,0
"55",0.061792638933205,0.937587847599246,0
"56",0.076491150269615,0.922892191511005,0
"57",0,0.518244277052048,0.481620177338628
"58",0.581161402689566,0.41844718375343,0
"59",0.714380885032675,0.285284363254629,0
"60",0.613486894213924,0.386135282045213,0
"61",0.524345452132287,0.475240559837918,0
"62",0.738570026646599,0.00701259986465522,0.254338122083978
"63",0,0.999371402815629,0
"64",0.957128120671834,0,0.0428587646118476
"65",0.109788695969887,0.258113710464687,0.632147531942073
"66",0.613486894213924,0.386135282045213,0
"67",0.134184327141341,0.860811294575196,0.00441594841653024
"68",0.82003356914901,0.179676002451364,0
"69",0.999223929036784,0,0.000565269564802243
"70",0.844524028181936,0.155194528075089,0
"71",0.108384546328725,0.891014822989434,0
"72",0.498737412028366,0.500837412700474,0
"73",0.53302166167557,0.466567904159282,0
"74",0.218532115942302,0.72087025608382,0.0601026344049984
"75",0.101465645270548,0.743885671529273,0.154194906969358
"76",0.595713886601417,0.403901707575844,0
"77",0.07588750413814,0.904550718766296,0.0189617922024174
"78",0,0.930592699784498,0.0688463613512391
"79",0.699828401120829,0.29982983943221,0
"80",0.0551307926875766,0.891869603922031,0.0524234702267685
"81",0.0149759497132274,0.534609021465539,0.45024264453028
"82",0.962752487839713,0,0.0371955483241991
"83",0.0064743161069173,0.942224621437928,0.0507103561509047
"84",0.0445359803421943,0.895111208136524,0.059781766506169
"85",0.103044860581947,0.888805622969373,0.00755058076738465
"86",0,0.999359850652238,0
"87",0.124163132652093,0.649818864921668,0.225649212910457
"88",0.163344583152818,0.830612180720737,0.00546776523336288
"89",0.188794594805434,0.810161817514523,0.0004753860231229
"90",0.933665470263567,0.0660892502823897,0
"91",0.871249649356854,0.128482296726252,0
"92",0,0.799991538984031,0.199562162292603
"93",0.641474280966621,0.358159708176333,0
"94",0.529104145429866,0.470483117825242,0
"95",0.0705229149662669,0.896379679964616,0.0325093608190655
"96",0.244587279573465,0.656187769272194,0.0987829952088209
"97",0.123980751172679,0.813063661609871,0.0624236767699233
"98",0.40831944846622,0.385699999229248,0.20573571792439
"99",0.749085723205808,0.250593740540088,0
"100",0.820454157674939,0.179254888278015,0
"101",0.235871638055865,0.449694430201134,0.31420187313353
"102",0,0.954794104782493,0.0446207366094295
"103",0,0.905415921824487,0.0940771584642109
"104",0,0.956014204361454,0.0433848459001227
"105",0.546456564516432,0.453137806467972,0
"106",0.940803510209932,0.058953087263379,0
"107",0.112817734856715,0.864346726615388,0.0222572136132362
"108",0.164859928497836,0.822889909499581,0.0116830289232777
"109",0.00822930118317443,0.951798709757622,0.0393722645363335
"110",0.123026950007945,0.644561209651909,0.232051611978229
"111",0.667082321070548,0.332562855313771,0
"112",0.0934667468157762,0.848433437806439,0.0575516080856552
"113",0.775534940361598,0.224154659330821,0
"114",0.785749319501805,0.213945510992556,0
"115",0,0.868844395817946,0.130639403715388
"116",0.702091181914203,0.172228278175732,0.125469813273344
"117",0,0.761610695987074,0.23798624675593
"118",0.777914287010384,0.221775938324487,0
"119",0.0751987446395737,0.91662011077845,0.00756970125225762
"120",0.0935963812830267,0.870769133526728,0.0350584615412676
"121",0,0.892493077900061,0.106975634854373
"122",0.0418493393171228,0.894805050704759,0.0627778258171847
"123",0.507413621571654,0.492164757021833,0
"124",0.807860431885945,0.191842757622615,0
"125",0.477046888170154,0.522519051897065,0
"126",0.15824663147005,0.756093302065338,0.0851599278850328
"127",0.0667058817519443,0.932678267847113,0
"128",0.0277730061700224,0.971595919632709,0
"129",0.195855377505991,0.720301894974906,0.0833669468953395
"130",0.690731603051617,0.308923609284194,0
"131",0,0,1.00279793020753
"132",0.203156251295313,0.760145483188716,0.0361664101048946
"133",0.0526885609035003,0.910414885633244,0.0363060673233953
"134",0.554712185533787,0.444886264962686,0
"135",0,0.977872371596414,0.021507619970998
"136",0.40270648043062,0,0.597588452595236
"137",0.516089831114938,0.483492101343198,0
"138",0.669882256245268,0.329763020134081,0
"139",0.124010139227063,0.871651466751228,0.00374450785971145
"140",0.58549950746121,0.41411085591411,0
"141",0,0.962942736737325,0.0364530717945483
"142",0.585078918935276,0.414531970087465,0
"143",0,0.762540097605749,0.237079774861864
"144",0.996145505933797,0,0.00365956888653334
"145",0.98851508665344,0,0.0113245182148889
"146",0.0437758129447654,0.851189507183899,0.104505617238783
"147",0.732995069697038,0.266675709377299,0
"148",0.277703102665133,0.348087613047522,0.374063321040142
"149",0,0.979827934319781,0.0195702339242568
"150",0.0026071398378869,0.956127454708202,0.0406563388983842
"151",0.544077217867646,0.455516527474307,0
"152",0.113578505363965,0.88582227469224,0
"153",0.309123965590735,0.50326495326602,0.187286224286805
"154",0.859076512093788,0.140649051897503,0
"155",0.159189702032191,0.840231028301262,0
"156",0.757341344223169,0.242342199034797,0
"157",0.613461853783338,0.166949049504974,0.219430732660717
"158",0.103923340879196,0.871476435296594,0.0240196724576594
"159",0.661206046701979,0.338435675812722,0
"160",0.593755128478565,0.405859314408824,0
"161",0,0.604406149357705,0.395351325679957
"162",0.99172662951595,0,0.00809887330420472
"163",0.103198503880886,0.868446779787064,0.0277779915175602
"164",0.594175717004493,0.405438200235475,0
"165",0.212591191518099,0.783385868554975,0.00346718902652947
"166",0.999142574598206,0,0.000652437232054029
"167",0.999782276941137,0,0
"168",0.0693416033839471,0.930041773543295,0
"169",0.227051946922922,0.366302624608153,0.40651960267006
"170",0.598513821776132,0.40110187239616,0
"171",0,0.906710896586659,0.0927500064711082
"172",0.734112650768028,0.265560330891024,0
"173",0.600472579898996,0.399144265563169,0
"174",0.999445795302657,0,0.000346360249880097
"175",0,0.831523577856138,0.168028149599049
"176",0,0.960503920209884,0.0388899691148665
"177",0.0166031289180489,0.0379243560249309,0.945826836668438
"178",0.15615881635269,0.791553019693565,0.0517553967752996
"179",0.598513821776132,0.40110187239616,0
"180",0,0.929561791529957,0.0698844636707481
"181",0,0.375339317520299,0.62468583792903
"182",0,0.96431098963398,0.035081170517259
"183",0,0.995655237051407,0.00370506313173525
"184",0.879925858900137,0.119809641047616,0
"185",0.715222062084537,0.284442134907925,0
"186",0.999268302289958,0,0.000521487701818197
"187",0,0.882222901915035,0.117249116975028
"188",0.109732796728448,0.889663438897386,0
"189",0.541697871218859,0.457895248480642,0
"190",0.0623509258374033,0.889149284667227,0.0479245885059285
"191",0.981504050112221,0,0.0183662690984711
"192",0.990430549454264,0,0.00940009653715999
"193",0.0909436376969217,0.877520489002484,0.0309573096870385
"194",0.0676504422792509,0.842955396786139,0.0888623506139849
"195",0.0951333676979045,0.852187951939019,0.0521217433327715
"196",0,0.985429098456905,0.0139516920081446
"197",0.0757428605981874,0.879104200648752,0.0445786566704896
"198",0.133472850179872,0.775165054487444,0.0908588265391632
"199",0.122399636102527,0.298732003732083,0.578853513329186
"200",0.705704675489392,0.293957018933265,0
"201",0,0.94638316888037,0.0530244531263654
"202",0.102785247786137,0.787624225153893,0.109091499514728
"203",0,0.999358050783665,0
"204",0.0662070290530379,0.918069929070927,0.0151152970472571
"205",0.0710439865235887,0.928341940007792,0
"206",0.737333174468683,0.262339381537978,0
"207",0.0926487513241185,0.721090779990997,0.185847988720913
"208",0,0.959657197745136,0.0397431135686181
"209",0.227924928159223,0.636690496806162,0.134974974233559
"210",0.684855328683043,0.314796429783151,0
"211",0,0.972713812704342,0.0266702473471235
"212",0.547994734113356,0.451601313808341,0
"213",0,0.999359297033849,0
"214",0.0323998240428637,0.951340005962806,0.015640113899236
"215",0.0222846253041827,0.977078751297661,0
"216",0.747968142134824,0.251709119026358,0
"217",0.0618876904503203,0.937491136698321,0
"218",0.067423867031356,0.888836070676218,0.0431618021157988
"219",0.0347138052015011,0.945423842003803,0.0192449787895368
"220",0.0638379247850594,0.8419580655925,0.0936841431348426
"221",0.0681965947513828,0.931182729183716,0
"222",0.498737412028366,0.500837412700474,0
"223",0.472708783398515,0.52685537973638,0
"224",0.222416368773983,0.74585683619927,0.0312057306809391
"225",0,0.999372850499504,0
"226",0,0.974017381210736,0.0253513810734456
"227",0,0.957866950218976,0.0415320529140132
"228",0.61152813609106,0.388092888878204,0
"229",0.607190031319416,0.392429216717525,0
"230",0.0834831627914216,0.91590620840265,0
"231",0.162350654704989,0.80713025548514,0.0299688370124644
"232",0.462506039260251,0.406333661502342,0.130845330840351
"233",0.976288297942538,0,0.023603899412853
"234",0.628459966651693,0.371168691694289,0
"235",0,0.964275780197743,0.0351198390234413
"236",0.0142506642133294,0.937545669639951,0.0476111962625571
"237",0.0444253052175611,0.801553004568808,0.153551730454
"238",0,0.835511868043365,0.163999927534546
"239",0.150668042010068,0.848751546240439,0
"240",0.785328730975871,0.214366625165911,0
"241",0.265993960555299,0.433025596843552,0.30074526055807
"242",0,0.999356029282702,0
"243",0.00172673466454864,0.92774739244599,0.069951958889031
"244",0.173610470367799,0.633148742488656,0.192863094197141
"245",0.999786079680264,0,0
"246",0,0.783180062597076,0.216392517538103
"247",0.106773970101643,0.832174462419829,0.0605075416681257
"248",0.881187624477928,0.118546298527562,0
"249",0,0.741425616630234,0.258217197776763
"250",0.351643779881557,0.485345013605283,0.162669146090972
"251",0,0.80544859193418,0.194137609132221
"252",0.0611795936782969,0.909524010851141,0.0287080999159751
"253",0.585078918935276,0.414531970087465,0
"254",0.0967358418637309,0.727148547911356,0.17567770001573
"255",0.203448345624573,0.748752516913422,0.0472846679749147
"256",0.117453245465826,0.798006798503646,0.0840245968645971
"257",0.308210102560377,0.443329929329791,0.248188635288726
"258",0.166005840477159,0.740238947925696,0.0932729049440174
"259",0.0777408951276118,0.85318173584568,0.0685301012993124
"260",0.95493540559585,0.0448287252591481,0
"261",0.698749804182425,0.022236425949907,0.278964256434123
"262",0.77637611741346,0.223312430984117,0
"263",0.0746304999365782,0.874054938792234,0.0507464875845585
"264",0.107716385767701,0.804569144726285,0.0872022480162993
"265",0,0.96190859353342,0.0374869344933398
"266",0.153465706767995,0.824661723258583,0.021308712846358
"267",0.0164710709725251,0.933095466138732,0.0498390443213002
"268",0,0.84872793487639,0.150786831416174
"269",0.138428044406597,0.824852124903766,0.0361672065923527
"270",0.507413621571654,0.492164757021833,0
"271",0.0774823660522768,0.900095067083514,0.0218249720552599
"272",0.994002627604636,0,0.00581354830089232
"273",0.327227397192372,0.370556412356914,0.302007313546135
"274",0.481384992941804,0.518182724057739,0
"275",0.285930303727079,0.679487812305921,0.0340915462391831
"276",0.646232974264199,0.353402266163657,0
"277",0.646232974264199,0.353402266163657,0
"278",0.0597150400452613,0.931023541770104,0.00864494782021482
"279",0.12768960291935,0.716733649559618,0.155142123909673
"280",0.321474843860237,0.60434866231319,0.0737402959933244
"281",0.0605678386906689,0.923023366864557,0.0157995503378057
"282",0.615445652336771,0.384177675212239,0
"283",0.55947087883136,0.440128822950016,0
"284",0,0.892718049597355,0.10674527737152
"285",0.687234675331829,0.312417708776816,0
"286",0,0.77581961704043,0.223762372311401
"287",0.690311014525677,0.309344723457555,0
"288",0.600051991373062,0.399565379736524,0
"289",0.000187839387133422,0.961729782219405,0.0374719722627729
"290",0.815419060358238,0.184285480430255,0
"291",0.130208497247048,0.845739357803802,0.0234795917957403
"292",0.249351277091349,0.507420204617197,0.242942335713693
"293",0.0623677769802998,0.937014595686433,0
"294",0.115007452488662,0.840550463821491,0.0438840646956214
"295",0,0.977201417114652,0.0221790250033134
"296",0,0.985937557437861,0.0134300833485444
"297",0.118342550485721,0.881063447948645,0
"298",0.307082844024493,0.62860368292895,0.0638598939530815
"299",0.100115933843821,0.89927516996619,0
"300",0.0125842533314747,0.922980319754287,0.0638517750592595
"301",0.99641729471531,0,0.00338622928691861
"302",0.148047562892884,0.492756075584772,0.359032639039759
"303",0.554712185533787,0.444886264962686,0
"304",0.229195649613038,0.609222922239471,0.161188557220163
"305",0.059466094098352,0.82272401449691,0.117297360861166
"306",0,0.999365173186162,0
"307",0.485723097713443,0.513846396218424,0
"308",0.11879189250515,0.718560070672028,0.162218269832519
"309",0.140063019249185,0.755549439376053,0.103908266897368
"310",0.0210770758174458,0.832016278129037,0.146415096671089
"311",0.650150490509909,0.349487052497692,0
"312",0.135798415551146,0.390814402822727,0.473287152222889
"313",0.313088726680669,0.143914702478375,0.543049887422444
"314",0.141100440468736,0.794483968526034,0.0638897515387634
"315",0.0363731006444565,0.670731812098411,0.292542428200066
"316",0.809819190008808,0.189885150789624,0
"317",0.0936678488741555,0.905723640042892,0
"318",0.477046888170154,0.522519051897065,0
"319",0,0.920677276985183,0.078760058747343
"320",0,0.946406548448055,0.0530090528240798
"321",0.12648902805517,0.58335032647119,0.289855862280703
"322",0.710883957312899,0.288778462747239,0
"323",0.100835581877983,0.898560897045385,0
"324",0,0.995495382752614,0.0038662257191635
"325",0,0.907481865902687,0.0919734862043804
"326",0.189179590717462,0.398517047936773,0.412167074627568
"327",0.122369631514199,0.820978591920615,0.0561133966728455
"328",0.526724798781079,0.472861838831577,0
"329",0.06556087311938,0.933819223487533,0
"330",0.253421242896062,0.639371267164578,0.106775566713715
"331",0.911133769353494,0.0886131178256854,0
"332",0.999434034383257,0.000350068379696511,0
"333",0.749926900257671,0.249751512193383,0
"334",0.472708783398515,0.52685537973638,0
"335",0,0.609238271672359,0.390532371180309
"336",0.820874746200873,0.178833774104659,0
"337",0.0607714342695909,0.906708326721302,0.0319280402770709
"338",0.162512586271371,0.674757954369542,0.162305888287341
"339",0.301071365723253,0.490602275335758,0.208012675369664
"340",0.272899026660777,0.651312886749759,0.0753276428562961
"341",0.0144978585572556,0.961780302970341,0.0231049035457085
"342",0.954212406446003,0,0.0457787285990761
"343",0.742368271785383,0.257308789385738,0
"344",0,0.941781103467874,0.0576367785039583
"345",0.0720442557154333,0.898439545876787,0.0289281732717082
"346",0,0.867764599003923,0.131746973250335
"347",0.095819125494158,0.716118080252032,0.187643043305224
"348",0,0.950994126983971,0.048428227435414
"349",0.887905075898359,0.111831249681907,0
"350",0,0.999371402815629,0
"351",0.572064604620348,0.427540953605421,0
"352",0.231154015589574,0.680497891890367,0.087892534928711
"353",0.844800432201069,0.154921377935513,0
"354",0.591375781829779,0.408238035415159,0
"355",0,0.999360393478789,0
"356",0.108748427700102,0.834358889747393,0.0563522027272004
"357",0.0732951421069259,0.919080391634887,0.00701124443710832
"358",0.639094934317834,0.360538429182668,0
"359",0,0.842712545966176,0.156801807798166
"360",0.248501241997168,0.693547429692873,0.0574698151592843
"361",0,0.885611221642247,0.113897172231285
"362",0.10068169948642,0.849160767151509,0.0495916799179079
"363",0.114004445714077,0.885399775787965,0
"364",0,0.490035712658399,0.509873508693965
"365",0.0780492451430529,0.781636586574945,0.139841076471817
"366",0.112661653517547,0.861679608762759,0.0250826363660455
"367",0.89742246249351,0.102316365656561,0
"368",0,0.945684857996477,0.0537272156688468
"369",0,0.825562644968108,0.174014960551045
"370",0.75034748878361,0.249330398020023,0
"371",0.494399307256732,0.505173740539783,0
"372",0.0554708464804522,0.91019630269859,0.0337413719476925
"373",0.743906441382307,0.255772296726108,0
"374",0.12243483101381,0.872581674289662,0.00439046416978165
"375",0.0492098054641751,0.861752174555258,0.0884989138922245
"376",0.10559164538592,0.881935502944052,0.0118777251812239
"377",0.0623677769802998,0.937014595686433,0
"378",0.0716923332161575,0.670687421222943,0.257253103336549
"379",0.484947720281591,0.425682259141262,0.0890238050218641
"380",0.416249121737218,0.33790938693157,0.245612213207033
"381",0,0,1.00395317762934
"382",0,0.86211858935343,0.137378732080665
"383",0.115543612549827,0.81534406087405,0.0685811455220712
"384",0.0101983366881912,0.914111716468766,0.0751196672121991
"385",0.0391833153151104,0.927855481560462,0.0323591723874515
"386",0,0.538215390445054,0.461624415008255
"387",0,0.952773246710356,0.0466304108973652
"388",0.0798070056831814,0.919576236638478,0
"389",0,0.900683134256136,0.0987704493327748
"390",0.0545809458772904,0.908153026653865,0.0366753814170459
"391",0.071668956978207,0.887335144660574,0.0404165918095047
"392",0.421383545071253,0,0.578793621320275
"393",0.559050290305426,0.440549937123371,0
"394",0.0667058817519443,0.932678267847113,0
"395",0.218161582872873,0.536916993079292,0.244610686630822
"396",0.273211527282433,0.434113118890197,0.292452207000508
"397",0.650150490509909,0.349487052497692,0
"398",0.105022860057791,0.883427526554635,0.0109539881082571
"399",0.643853627615407,0.355780987169998,0
"400",0.492019960607935,0.50755246154613,0
"401",0.052577573884953,0.857153249918281,0.0897257925422973
"402",0.671841014368115,0.327805413301107,0
"403",0.0844019968911723,0.914706130205578,0.000277192509494282
"404",0.126172231152953,0.873234405347645,0
"405",0,0.973583789485705,0.0258167256073702
"406",0.0638532225181129,0.935524605208242,0
"407",0.509372379694507,0.490207150188853,0
"408",0,0.98097704549729,0.0184229985207796
"409",0.107608370658759,0.755293871237655,0.136639406540758
"410",0.091840609270821,0.907549031339351,0
"411",0,0.999360393478789,0
"412",0.137470639452586,0.83367147695578,0.0282950967871112
"413",0.0896219425230927,0.897430650889714,0.0123464883609184
"414",0.767555723363371,0.232133050696537,0
"415",0.085775704469739,0.891247993259973,0.0223828854637112
"416",0.662744216298903,0.336899183153091,0
"417",0.829550955744156,0.170161118426024,0
"418",0.596134475127346,0.403480593402495,0
"419",0.572064604620348,0.427540953605421,0
"420",0.812619125183518,0.187085315609946,0
"421",0,0.767864497913305,0.231735895681282
"422",0.104177960076598,0.895218935292233,0
"423",0,0.969872194725754,0.0295631818973053
"424",0.563808983602999,0.435792495110701,0
"425",0.516089831114938,0.483492101343198,0
"426",0.55513277405971,0.444465150789342,0
"427",0,0.95507068858132,0.0443530875484536
"428",0.334649979947917,0.26819008926018,0.397058593885356
"429",0.0623677769802998,0.937014595686433,0
"430",0,0.824103579868001,0.175433008527657
"431",0.128977518151863,0.870433185437024,0
"432",0.0343818537777946,0.740276765538111,0.224931440077334
"433",0,0.94193323189791,0.0574626941917353
"434",0.118467449817954,0.818285630373926,0.0627049729337948
"435",0.238253907064559,0.631827463285721,0.12950511355163
"436",0.970787815661107,0,0.0291259138072752
"437",0.27989293662872,0.711537608188872,0.00804982328394209
"438",0.728656964925399,0.271012037216614,0
"439",0.061792638933205,0.937587847599246,0
"440",0,0.99935886886236,0
"441",0.375422199725307,0.609749511056933,0.0143562228247126
"442",0.66792349812241,0.331720626967066,0
"443",0.119387630045475,0.852576172563408,0.0274639910188796
"444",0.101091956861199,0.898303123747902,0
"445",0.785749319501805,0.213945510992556,0
"446",0.0983520087244578,0.890264862057371,0.0107844440589022
"447",0.666109343206202,0,0.333937346996431
"448",0.682475982034257,0.317175150789486,0
"449",0.490468728476723,0.41560087348665,0.0935914793293689
"450",0.968226123929894,0.0315465916016334,0
"451",0.258375542755653,0.593131280949238,0.14810140820167
"452",0.170312784164845,0.75749971634627,0.0716836927656508
"453",0.127018760029005,0.87239079227001,0
"454",0.079720196066872,0.919669284329157,0
"455",0.0937013582634334,0.829470309870976,0.0762966670777466
"456",0.698290231523905,0.30136633209184,0
"457",0.181609469267962,0.742504173106359,0.075387035901249
"458",0.155961865709773,0.749397781106717,0.0941601789736371
"459",0.575702089223416,0.281181681749714,0.142864764608871
"460",0.841303504481282,0.158415477428134,0
"461",0.99978862275362,0,0
"462",0.956640014886914,0,0.0433403651046774
"463",0.477046888170154,0.522519051897065,0
"464",0.665610972266239,0,0.334410670042976
"465",0,0.640001330297364,0.359736657943774
